stygianirone,2017-07-13 23:58,0,0,"Good evening, ma'am! Reflection po sa Dispatches from Marawi hehe.",,@DiNaProfMSSyj,,885528895797186560,https://twitter.com/stygianirone/status/885528895797186560,fil 
flovs,2017-07-13 10:01,0,0,Kaya siya pinadala namin sa Marawi may -Sir Mike,"(['QC Philippines'], Location((14.7048423, 121.0320215, 0.0)))",,,885318336963256320,https://twitter.com/flovs/status/885318336963256320,fil
SahabatMCA,2017-07-13 10:01,0,0,"Ketiban Dinding Benton, Dua Tentara Filipina Tewas di Marawi","(['cyber world'], Location((3.465536, -76.5082848, 0.0)))",,,885318128065970176,https://twitter.com/SahabatMCA/status/885318128065970176,id
tvindodot,2017-07-13 9:59,0,0,"Ketiban Dinding Benton, Dua Tentara Filipina Tewas di Marawi",,,,885317630361346048,https://twitter.com/tvindodot/status/885317630361346048,id
EagleNewsPH,2017-07-13 9:57,1,3,"WATCH: Song of Hope"" na komposisyon ng isang sundalo para sa Marawi City, nag-viral sa social media - ""","(['Quezon City', 'Philippines'], Location((14.6509905, 121.0486155, 0.0)))",,,885317162445004800,https://twitter.com/EagleNewsPH/status/885317162445004800,fil
PTVisMin,2017-07-13 9:56,0,0,"NEWS BREAK: AFP, hindi ititigil ang airstrike vs mga miyembro ng Maute terrorist group sa Marawi City",,,,885316933880381440,https://twitter.com/PTVisMin/status/885316933880381440,fil
nadezhdalenin,2017-07-13 9:56,0,0,Wow.just wow.sundalo lang ang agenda ni RRD_Davao sa Marawi????hanep.people Marawi need him!!!!,,@,,885316931762274304,https://twitter.com/nadezhdalenin/status/885316931762274304,fil
pinoynewsonline,2017-07-13 9:55,0,0,Philippines News July 06 2017 PNP Chief Bato Ipapadala ang mga Tiwaling Pulis sa Marawi More on...,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885316663771529217,https://twitter.com/pinoynewsonline/status/885316663771529217,fil
infokubagus,2017-07-13 9:54,0,0,"Ketiban Dinding Benton, Dua Tentara Filipina Tewas di Marawi",,,,885316592653012993,https://twitter.com/infokubagus/status/885316592653012993,id
serrano_rene,2017-07-13 9:50,0,0,Lalong tataba si BoboCop duon dahil puro boodle fights lang aatupagin nun sa Marawi,,,,885315513622056964,https://twitter.com/serrano_rene/status/885315513622056964,fil
AyoRek_,2017-07-13 9:49,0,0,"Ketiban Dinding Benton, Dua Tentara Filipina Tewas di Marawi","(['Jakarta'], Location((-6.1753942, 106.827183, 0.0)))",,,885315117549629444,https://twitter.com/AyoRek_/status/885315117549629444,id
kawal_aspirasi,2017-07-13 9:42,0,0,"Banyak Jalur Tikus dari Marawi ke Indonesia, Ini Strategi TNI d",,,,885313432303661056,https://twitter.com/kawal_aspirasi/status/885313432303661056,id
byaline8,2017-07-13 9:42,0,0,Dapat nasa airbase ang media. Lilipad na po ang jet fighter patungong Marawi. Sa NAIA ang take off?,,,,885313380944232452,https://twitter.com/byaline8/status/885313380944232452,fil
dzrhnews,2017-07-13 9:36,1,0,Andanar: Yung sa Marawi gusto niya talagang puntahan ang ating mga sundalo sa Marawi.,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,885311860127354880,https://twitter.com/dzrhnews/status/885311860127354880,fil
pinoynewsonline,2017-07-13 9:35,0,0,Rodrigo Duterte News | MALAKAS na PASABOG ng AFP! KASABWAT ng MAUTE GROUP sa MARAWI! More on...,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885311635081973760,https://twitter.com/pinoynewsonline/status/885311635081973760,fil
Ury3ojja,2017-07-13 9:34,0,0,"liputan6dotcom: Banyak Jalur Tikus dari Marawi ke Indonesia, Ini Strategi TNI",,,,885311379674193920,https://twitter.com/Ury3ojja/status/885311379674193920,id
egdsgn,2017-07-13 9:32,0,0,"Saksi: Panibagong friendly fire incident sa Marawi, 2 sundalo patay","(['Davao City', ' Davao Region'], Location((7.22650725, 125.454887691, 0.0)))",,,885310830870503425,https://twitter.com/egdsgn/status/885310830870503425,fil
muzi_kha,2017-07-13 9:32,0,0,"Saksi: Panibagong friendly fire incident sa Marawi, 2 sundalo patay","(['The Office'], Location((9.6663813, 80.0122994306, 0.0)))",,,885310825812164608,https://twitter.com/muzi_kha/status/885310825812164608,fil
chris19thws,2017-07-13 9:32,0,0,"Saksi: Panibagong friendly fire incident sa Marawi, 2 sundalo patay","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885310820141457408,https://twitter.com/chris19thws/status/885310820141457408,fil
PoGo_Port,2017-07-13 9:32,0,0,"Saksi: Panibagong friendly fire incident sa Marawi, 2 sundalo patay",,,,885310813397012481,https://twitter.com/PoGo_Port/status/885310813397012481,fil
orga_ogop,2017-07-13 9:31,0,0,"Saksi: Panibagong friendly fire incident sa Marawi, 2 sundalo patay",,,,885310807353024512,https://twitter.com/orga_ogop/status/885310807353024512,fil
RTheKrak3n,2017-07-13 9:31,0,0,"Saksi: Panibagong friendly fire incident sa Marawi, 2 sundalo patay",,,,885310797399937024,https://twitter.com/RTheKrak3n/status/885310797399937024,fil
gldnsky,2017-07-13 9:30,0,0,"RT biblewords3: Banyak Jalur Tikus dari Marawi ke Indonesia, Ini Strategi TNI",,,,885310507313397761,https://twitter.com/gldnsky/status/885310507313397761,id
liputan6dotcom,2017-07-13 9:30,2,1,"Banyak Jalur Tikus dari Marawi ke Indonesia, Ini Strategi TNI","(['Jakarta Indonesia'], Location((-6.1753942, 106.827183, 0.0)))",,,885310372122509313,https://twitter.com/liputan6dotcom/status/885310372122509313,id
dzbb,2017-07-13 9:27,1,7,"LIVE sa DZBB: allangatus, nagbibigay ng kanyang kuwento kaugnay sa isang buwan niyang pananatili sa Marawi City para makapagbalita roon. 9","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,,885309702145429505,https://twitter.com/dzbb/status/885309702145429505,fil
Radyo_Agila1062,2017-07-13 9:23,0,1,COMELEC nagbigay ng isang milyong pisong donasyon para sa mga biktima ng kaguluhan sa Marawi City -,,,,885308548443492353,https://twitter.com/Radyo_Agila1062/status/885308548443492353,fil
kiarsie,2017-07-13 9:20,0,0,Papadala kita sa Marawi. Nyeta!,,,,885308019965177856,https://twitter.com/kiarsie/status/885308019965177856,fil
alvin_silorio,2017-07-13 9:13,0,0,"Naulila ng mga sundalong napatay sa Marawi, makikinabang sa P1-M napanal... via YouTube",,@,,885306273641545728,https://twitter.com/alvin_silorio/status/885306273641545728,fil
Fortun2016,2017-07-13 9:06,0,0,Duterte: I is in Marawi. Charot!,,,,885304313245028352,https://twitter.com/Fortun2016/status/885304313245028352,fil
dzbb,2017-07-13 9:04,0,3,"Kalusugan ng mga bakwit, resulta ng bakbakan sa Marawi City, kailangan matugunan, — Marawi Crisis Management Committee. | via","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,,885303865838456833,https://twitter.com/dzbb/status/885303865838456833,fil
sweetchums333,2017-07-13 9:02,0,0,Dalhin sa Marawi,,,,885303417073057792,https://twitter.com/sweetchums333/status/885303417073057792,fil
JLBflow,2017-07-13 9:00,0,5,"Be, di ba gusto mo mag sundalo irerefer na kita. - Mama Ma! Wag muna ngayon may laban pa sa marawi - Me","(['National Capital Region', ' Repub'], Location((14.5736108, 121.0329706, 0.0)))",,,885302946438627328,https://twitter.com/JLBflow/status/885302946438627328,fil
baovitimes,2017-07-13 8:57,0,0,Philippines không kích nhầm khiến 2 binh sĩ thiệt mạng ở Marawi - VnExpress d,,,,885302018818023424,https://twitter.com/baovitimes/status/885302018818023424,vi
LittleDyesabel,2017-07-13 8:48,0,0,Dapat kayo ang nasa Marawi eh!!!..hindi yung mga sundalong walang ginusto kundi protektahan ang bansa!!!,"(['manila', ' philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,885299896655511552,https://twitter.com/LittleDyesabel/status/885299896655511552,fil
dwiz882,2017-07-13 8:47,0,0,Sta. Romana: Ang gobyerno ay dapat magsanib pwersa upang ibangon muli ang Marawi City,"(['Pasig City', ' Philippines'], Location((9.7771753, 125.4915723, 0.0)))",,,885299556153294848,https://twitter.com/dwiz882/status/885299556153294848,fil
Bukanbrandalanz,2017-07-13 8:45,0,0,"kebangkitan islam dimana ? bukti nyata apa ? imam mahdi mana ? marawi,mosul,raqqa itu islam"" gak ? ""","(['Cilacap Selatan', ' Indonesia'], Location((-7.7217239, 109.022424, 0.0)))",,,885299054044889088,https://twitter.com/Bukanbrandalanz/status/885299054044889088,ms
NewsRmn,2017-07-13 8:40,0,0,"Airstrikes sa Marawi, tuloy lang sa kabila ng friendly fire kahapon via rmnnetworks","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,,885297764086587392,https://twitter.com/NewsRmn/status/885297764086587392,fil
seendee08,2017-07-13 8:38,0,0,Ano ang gagawin sa perang nakuha nila sa Marawi?,"(['Muntinlupa City'], Location((14.3940614, 121.0410436, 0.0)))",,,885297450096836608,https://twitter.com/seendee08/status/885297450096836608,fil
cheorcz,2017-07-13 8:37,0,0,Bangon Marawi by Sgt Ronie Halasan: via YouTube,,@,,885297140213444608,https://twitter.com/cheorcz/status/885297140213444608,hu
RebeccaGonzalvo,2017-07-13 8:36,0,1,Ano ito puro yabang walang gawa.... Sana patahimikin mo na ang Marawi.,"(['Makati City', ' National Capital'], Location((14.5591272, 121.0202094, 0.0)))",,,885296835098583044,https://twitter.com/RebeccaGonzalvo/status/885296835098583044,fil
PilStarNgayon,2017-07-13 8:30,0,0,15 araw deadline ni Digong sa Marawi pipilitin ng AFP,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,885295210007330816,https://twitter.com/PilStarNgayon/status/885295210007330816,fil
tarung_jaka,2017-07-13 8:29,2,1,GEBUK !!! Bahaya sdh didepan mata. Aksi anarkis bom bunuh diri tlh terhadi. ISIS sdh aksi dinegara tetangga(Marawi) Knp Pembiaran trs mnrs?,"(['Indonesia'], Location((-4.7993356, 114.5632032, 0.0)))",,#,885295086438825984,https://twitter.com/tarung_jaka/status/885295086438825984,id
kurayapnit,2017-07-13 8:25,0,3,indi sa kuno magcelebrate birthday kay crisis sa marawi daw ka influencer man na simo style man,,,,885294093718364160,https://twitter.com/kurayapnit/status/885294093718364160,fil
rmnnetworks,2017-07-13 8:25,0,0,"LATESTNEWS Airstrikes sa Marawi, tuloy lang sa kabila ng friendly fire kahaponc",,,#,885294012692692992,https://twitter.com/rmnnetworks/status/885294012692692992,fil
JegoRagragio,2017-07-13 8:22,10,23,"Weh. - DC ghost employees - drug lord coddling - govt posts as bayad-utang - tulog habang nasusunog ang Marawi - palpak na war"" on drugs ""","(['Quezon City'], Location((14.6509905, 121.0486155, 0.0)))",,,885293235857272832,https://twitter.com/JegoRagragio/status/885293235857272832,fil
egdsgn,2017-07-13 8:16,0,0,"Dalawang sundalo, patay sa airstrike sa Marawi","(['Davao City', ' Davao Region'], Location((7.22650725, 125.454887691, 0.0)))",,,885291866899480577,https://twitter.com/egdsgn/status/885291866899480577,fil
muzi_kha,2017-07-13 8:16,0,0,"Dalawang sundalo, patay sa airstrike sa Marawi","(['The Office'], Location((9.6663813, 80.0122994306, 0.0)))",,,885291861711216640,https://twitter.com/muzi_kha/status/885291861711216640,fil
chris19thws,2017-07-13 8:16,0,0,"Dalawang sundalo, patay sa airstrike sa Marawi","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885291856761950208,https://twitter.com/chris19thws/status/885291856761950208,fil
PoGo_Port,2017-07-13 8:16,0,0,"Dalawang sundalo, patay sa airstrike sa Marawi",,,,885291851514875905,https://twitter.com/PoGo_Port/status/885291851514875905,fil
orga_ogop,2017-07-13 8:16,0,0,"Dalawang sundalo, patay sa airstrike sa Marawi",,,,885291845856702464,https://twitter.com/orga_ogop/status/885291845856702464,fil
RTheKrak3n,2017-07-13 8:16,0,0,"Dalawang sundalo, patay sa airstrike sa Marawi",,,,885291838302818304,https://twitter.com/RTheKrak3n/status/885291838302818304,fil
TelikSandiID,2017-07-13 8:11,0,0,"Antisipasi ISIS di Marawi, Indonesia Prakarsai Pertemuan Regional","(['Indonesia'], Location((-4.7993356, 114.5632032, 0.0)))",,,885290570700029953,https://twitter.com/TelikSandiID/status/885290570700029953,id
AlvinLabios1,2017-07-13 8:05,0,0,NAKAKAIYAK NA KANTA NG ISANG SUNDALO PARA SA MARAWI CITY: via YouTube,,@,,885289074071924737,https://twitter.com/AlvinLabios1/status/885289074071924737,fil
byaline8,2017-07-13 8:05,0,0,Sino ang gustong lumaban pa sa Marawi? Magiting at ang ipinaglalaban ay sabay nang naglaho sa henerasyon.,,,,885289055549652993,https://twitter.com/byaline8/status/885289055549652993,fil
byaline8,2017-07-13 8:03,0,0,Sa mga taga Marawi. Magkabilang panig nauubos na ang pinaka matatapang na Muslim.,,,,885288500110573568,https://twitter.com/byaline8/status/885288500110573568,fil
Balitaph,2017-07-13 8:00,0,0,300 sibilyan pa ang nasa Marawi,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,885287760805978112,https://twitter.com/Balitaph/status/885287760805978112,fil
KATADATAcoid,2017-07-13 8:00,0,1,"Antisipasi ISIS di Marawi, Indonesia Prakarsai Pertemuan Regional","(['Jakarta'], Location((-6.1753942, 106.827183, 0.0)))",,,885287667042107392,https://twitter.com/KATADATAcoid/status/885287667042107392,id
AlvinLabios1,2017-07-13 7:58,0,0,NAPAKA DELIKADONG PLANO NI DUTERTE PUPUNTA SA MARAWI: via YouTube,,@,,885287399810617344,https://twitter.com/AlvinLabios1/status/885287399810617344,fil
bananademon,2017-07-13 7:56,0,0,"Gawin niyo na 10 years kasama na buong pinas para maubos na ang marawi, not maute. Mga leche.","(['middle earth'], Location((38.3242916, -76.5168989, 0.0)))",,,885286793347608577,https://twitter.com/bananademon/status/885286793347608577,fil
Radyo_Agila1062,2017-07-13 7:52,0,1,"Mga pulis na sugatan sa pakikipagbakbakan sa Marawi City, nakatakdang parangalan ngayong hapon sa Cagayan de Oro. (richarddelacruz)",,,,885285783854120960,https://twitter.com/Radyo_Agila1062/status/885285783854120960,fil
marawi_f,2017-07-13 7:51,0,2,بجَاه اللي مَا تخلف وعد، امك ال تحضر بالشّدد ! يا_عباس ام_البنين,,,# #,885285572335501314,https://twitter.com/marawi_f/status/885285572335501314,ar
Radyo_Agila1062,2017-07-13 7:47,0,1,"Voter's list sa 15 lugar sa Lanao del Sur, hindi pa tapos ng COMELEC dahil sa kaguluhan sa Marawi City. MoiraEncina",,@ @,,885284598363561985,https://twitter.com/Radyo_Agila1062/status/885284598363561985,fil
dzbb,2017-07-13 7:38,0,1,"Batas militar sa Mindanao, hindi umano nakatutulong sa mga taga-Marawi, — ARMM Assemblyman Zia Alonto Adiong. SuperBalitaSaUmagaNationwide","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,#,885282283346731008,https://twitter.com/dzbb/status/885282283346731008,fil
dzbb,2017-07-13 7:37,0,2,"Dalawang sundalo, patay habang 11 ang sugatan sa panibagong insidente ng friendly fire sa lungsod ng Marawi. SuperBalitaSaUmagaNationwide","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,#,885282091088330754,https://twitter.com/dzbb/status/885282091088330754,fil
dzbb,2017-07-13 7:34,0,0,Cong. acebarbers: May basehan yan sigurado dhil sya ang nakakaalam ng totoong sitwasyon sa Marawi. | via wengsalvacion,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@ @,,885281277087162374,https://twitter.com/dzbb/status/885281277087162374,fil
WlNDYF,2017-07-13 7:34,0,0,Wag sa marawi na tayo magkita kita hide n seek tayo dun jk ahhaah,"(['PH \xc2\xa0\xe2\x9c\x88JPN'], Location((5.3651322, 100.4602898, 0.0)))",,,885281248557416448,https://twitter.com/WlNDYF/status/885281248557416448,fil
Golden_Flutez,2017-07-13 7:29,0,0,"mengusik dasar negara, sebaiknya di bubarkan saja jangan sampai kecolongan spt yg terjadi di Marawi",,,,885279887279349760,https://twitter.com/Golden_Flutez/status/885279887279349760,id
nhoroseey143,2017-07-13 7:26,0,0,Sige daiii peru not sure ppud me kay tungod sa gubor sa marawi,"(['Pagadian City'], Location((7.8249717, 123.4365816, 0.0)))",,,885279163279474688,https://twitter.com/nhoroseey143/status/885279163279474688,ceb
dzrhnews,2017-07-13 7:24,0,0,2 sundalo patay sa palpak na airstrikes sa Marawi City. PangunahingBalita,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,#,885278708633714688,https://twitter.com/dzrhnews/status/885278708633714688,fil
dzrhnews,2017-07-13 7:24,0,0,"AFP, todo effort para tuparin ang 15 days na deadline ni Duterte para tapusin ang Marawi crisis. PangunahingBalita","(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,#,885278644012056576,https://twitter.com/dzrhnews/status/885278644012056576,fil
christian_ola,2017-07-13 7:20,0,0,Kung natuloy lang ako nun sa pag kaka PMA o Pulis mag vovolunteer ako na idistino ako sa Marawi City..atleast... 9,,,,885277774142885890,https://twitter.com/christian_ola/status/885277774142885890,fil
wengsalvacion,2017-07-13 7:20,0,1,acebarbers: may basehan yan sigurado dhil sya ang nakakaalam ng totoong sitwasyon sa Marawi dzbb,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@ @,,885277640667447296,https://twitter.com/wengsalvacion/status/885277640667447296,fil
romerojo7,2017-07-13 7:20,0,0,BANGON MARAWI' by Ronie M. Halasan | Marawi Song | Kanta Para Sa Marawi... via YouTube,,@,,885277605527642112,https://twitter.com/romerojo7/status/885277605527642112,fil
mmqroa,2017-07-13 7:14,0,1,"luhhh ubanon ni father among iro paingon marawi, ibilin na tali digto",,,,885276225643569152,https://twitter.com/mmqroa/status/885276225643569152,ceb
Duniabola992,2017-07-13 7:12,0,0,"Gagal Hantam Teroris di Marawi, Bom Filipina Tewaskan 2 Tentara",,,,885275680652500993,https://twitter.com/Duniabola992/status/885275680652500993,id
dwiz882,2017-07-13 7:10,0,0,"IZHeadlines 2 sundalo, patay sa nagmintis na bomba ng militar sa Marawi City","(['Pasig City', ' Philippines'], Location((9.7771753, 125.4915723, 0.0)))",,#,885275310119297024,https://twitter.com/dwiz882/status/885275310119297024,fil
SINDOnews,2017-07-13 7:10,0,0,"Gagal Hantam Teroris di Marawi, Bom Filipina Justru Tewaskan 2 Tentara CC","(['Jakarta Pusat', ' DKI Jakarta'], Location((-6.18233995, 106.842871536, 0.0)))",,,885275087120683009,https://twitter.com/SINDOnews/status/885275087120683009,id
dwiz882,2017-07-13 7:07,0,0,Airstrike sa Marawi tuloy sa kabila ng nangyaring friendly fire na ikinasawi ng 2 sundalo at ikinasugat ng 11 iba pa | via JonathanAndal_,"(['Pasig City', ' Philippines'], Location((9.7771753, 125.4915723, 0.0)))",@,,885274401595310081,https://twitter.com/dwiz882/status/885274401595310081,fil
dzIQ990,2017-07-13 7:02,0,0,"Airstrikes sa Marawi, tuloy lang sa kabila ng friendly fire kahapon | chonayu1","(['Makati City'], Location((14.5591272, 121.0202094, 0.0)))",@,,885273270202896384,https://twitter.com/dzIQ990/status/885273270202896384,fil
Balitaph,2017-07-13 7:01,0,0,Digong desidido sa Marawi: Maski matamaan,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,885272818371448832,https://twitter.com/Balitaph/status/885272818371448832,fil
gmanewsfacebook,2017-07-13 7:00,0,0,Iimbestigahan ng isang fact-finding body ang ikalawang insidente ng friendly fire sa Marawi City.,,,,885272580030046208,https://twitter.com/gmanewsfacebook/status/885272580030046208,fil
newsko_com_ph,2017-07-13 7:00,0,0,"WATCH: Jeff Canoy, ipinasilip ang peligro nila sa Marawi",,,,885272574791479297,https://twitter.com/newsko_com_ph/status/885272574791479297,fil
deanjorgebocobo,2017-07-13 6:58,0,0,SUNDALO lang ba ang Collateral_Damage ng pambobomba ng Marawi? Eh mga sibilyan kaya?,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,# #,885272220225880065,https://twitter.com/deanjorgebocobo/status/885272220225880065,fil
dzbb,2017-07-13 6:57,1,0,"LIVE sa dzbb at DobolBSaNewsTV: Lt. Col. Jo-ar Herrera, Joint Task Force Marawi spokesman, kaugnay sa nangyaring friendly fire kahapon.","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,#,885271849176711169,https://twitter.com/dzbb/status/885271849176711169,fil
ZoneWarPuji,2017-07-13 6:50,2,1,"banget, di marawi jumlahnya 500 uda bikin negaranya bingung, ini 700 cari kota spt marawi ... bakal dibuat hancur kota itu ... sad ...","(['Indonesia'], Location((-4.7993356, 114.5632032, 0.0)))",,,885270194121093121,https://twitter.com/ZoneWarPuji/status/885270194121093121,id
emediamo,2017-07-13 6:50,0,0,"10 Familia cun 52 Individual IDP'S desde Marawi city ya man Bio-profiling el personahes del PS 6 Tetuan, huntu...","(['RBB Building', ' Villa Teresa', ' ZC'], Location((52.342398, 14.5520171, 0.0)))",,,885270167835602944,https://twitter.com/emediamo/status/885270167835602944,es
bharianmy,2017-07-13 6:44,0,0,2 tentera maut bom tersasar di Marawi,"(['Malaysia'], Location((4.5693754, 102.2656823, 0.0)))",,,885268551141019648,https://twitter.com/bharianmy/status/885268551141019648,ms
sweetchums333,2017-07-13 6:35,0,0,Sa Marawi yan ipadala.,,,,885266325760745473,https://twitter.com/sweetchums333/status/885266325760745473,fil
deanjorgebocobo,2017-07-13 6:34,4,3,Magdonate na lang kaya ang mga Senatourists at Representathieves at kanilang mga asawa sa mga BAKWIT ng Marawi at sundalo?,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,# #,885266241518157826,https://twitter.com/deanjorgebocobo/status/885266241518157826,fil
pilipinasvirals,2017-07-13 6:16,0,0,PANIBAGONG FRIENDLY FIRE SUNDALO PA'TAY SA MARAWI | MARCOS ELECTORAL PROTEST | BALITA NGAYON: via YouTube,,@,,885261674630066176,https://twitter.com/pilipinasvirals/status/885261674630066176,fil
pilipinasvirals,2017-07-13 6:16,0,0,I added a video to a YouTube playlist PANIBAGONG FRIENDLY FIRE SUNDALO PA'TAY SA MARAWI | MARCOS ELECTORAL,,@,,885261656368009217,https://twitter.com/pilipinasvirals/status/885261656368009217,fil
StanteaR_,2017-07-13 6:15,0,0,Filipinlerin Marawi kentnde Işid ile ordu arasnda süren çatşmalar esnasında savaş uçakları ordu mevzilerini bombaladı 2 asker öldü 13 yaralı,,,,885261430634795008,https://twitter.com/StanteaR_/status/885261430634795008,tr
RMontajes15,2017-07-13 6:15,0,0,ay so achievement yan? Katay Digong di po yan ang basehan ng pagiging matapang. Punta ka muna po Marawi,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,8.85261E+17,https://twitter.com/RMontajes15/status/885261409746944000,fil
rafaoui2002,2017-07-13 6:11,0,0,Tayeb Salih Écrivain Tayeb Saleh ou Salih est un écrivain soudanais né en 1929 à Markaz Marawi dans l'Ach...,"(['Tetouan Maroc'], Location((35.57413995, -5.36525575401, 0.0)))",,,885260474576773120,https://twitter.com/rafaoui2002/status/885260474576773120,fr
UnangHirit,2017-07-13 6:04,0,0,"Mga batang bakwit mula sa Marawi, pilit na itinutuloy ang pag-aaral UnangHirit",,,#,885258470932439044,https://twitter.com/UnangHirit/status/885258470932439044,fil
UnangHirit,2017-07-13 6:03,0,1,"Mga gusali sa business district ng Marawi, nawasak sa airstrikes UnangHirit",,,#,885258266158092288,https://twitter.com/UnangHirit/status/885258266158092288,fil
dzrhnews,2017-07-13 6:03,0,1,"Dalawa sundalo patay, 11 iba pa sugatan sa panibagong kaso ng friendly fire sa Marawi City. RapidoHatawBalita","(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,#,885258241629868032,https://twitter.com/dzrhnews/status/885258241629868032,fil
botskiee1955,2017-07-13 6:02,0,1,Sirang sira ang marawi hahahaha,"(['Cotabato City'], Location((7.1970344, 124.2351714, 0.0)))",,,885258181802303488,https://twitter.com/botskiee1955/status/885258181802303488,fil
ukgdos,2017-07-13 5:59,1,0,"UmagangBalita LGU, umalma dahil hindi nakasama sa pagpaplano sa rehabilitasyon ng Marawi","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,#,885257443420364802,https://twitter.com/ukgdos/status/885257443420364802,fil
ukgdos,2017-07-13 5:59,1,0,"UmagangBalita SSS, nag-aalok ng calamity loan sa mga miyembro sa Marawi","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,#,885257377787850753,https://twitter.com/ukgdos/status/885257377787850753,fil
ukgdos,2017-07-13 5:59,2,1,"UmagangBalita GSIS, nagsimula nang magbigay ng emergency loan sa mga miyembro sa Marawi","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,#,885257353003761669,https://twitter.com/ukgdos/status/885257353003761669,fil
51GSOBP8BpRoe45,2017-07-13 5:47,0,0,فديت كسك اشحلاته اااااه,"(['\xd8\xaf\xd9\x88\xd9\x84\xd8\xa9 \xd8\xa7\xd9\x84\xd9\x83\xd9\x88\xd9\x8a\xd8\xaa'], Location((29.2733964, 47.4979476, 0.0)))",,,885254288955629568,https://twitter.com/51GSOBP8BpRoe45/status/885254288955629568,ar
vivanewscoid,2017-07-13 5:44,0,0,Tiga Jalur ISIS Marawi Masuk ke Wilayah RI Dijaga Ketat TNI,"(['Jakarta', ' Indonesia'], Location((-6.1753942, 106.827183, 0.0)))",,,885253450371444737,https://twitter.com/vivanewscoid/status/885253450371444737,id
liuzzmcpnlc,2017-07-13 5:30,0,0,Well.. Hindi pa ba? The rebellion in Marawi is considered na rin as Invasion ehh... Ano? Nag aalala sila sa...,,,,885250145461256193,https://twitter.com/liuzzmcpnlc/status/885250145461256193,fil
UnangHirit,2017-07-13 5:24,1,0,"Estudyante mula sa Marawi, tumigil sa pag-aaral dahil sa diskriminasyon UnangHirit",,,#,885248458281566213,https://twitter.com/UnangHirit/status/885248458281566213,fil
i3ryok,2017-07-13 5:18,0,0,"15 days deadline para tapusin ang Marawi crisis, tutuparin ng AFP -",,,,885247084999221250,https://twitter.com/i3ryok/status/885247084999221250,fil
AdobongNinja,2017-07-13 5:05,0,0,Gaya ng pinapasweldo sau ng taumbayan. Sana sa Marawi nlng mapunta. Magkakaroon ng saysay ang hirap namin.,,,,885243807075270656,https://twitter.com/AdobongNinja/status/885243807075270656,fil
ModernizePH,2017-07-13 5:00,0,0,Comelec donates P1M to DSWD for Marawi,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885242383482232833,https://twitter.com/ModernizePH/status/885242383482232833,fil
ErizCob,2017-07-13 4:58,6,2,Hindi obvious na adik! Pordalab lang..namiss kita!Hope your boys are okay in Marawi.will include them in my prayers. ALDUB104thWeeksaryhttps://,,,#,885242024483356672,https://twitter.com/ErizCob/status/885242024483356672,fil
pinoynewsonline,2017-07-13 4:55,0,0,"KAKAPASOK LANG NA BALITA NGAYONG GABI (JULY 5, 2017) MARAWI NEWS UPDATES More on...","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885241170816794624,https://twitter.com/pinoynewsonline/status/885241170816794624,fil
dzIQ990,2017-07-13 4:51,1,0,"15 days deadline para tapusin ang Marawi crisis, tutuparin ng AFP | chonayu1","(['Makati City'], Location((14.5591272, 121.0202094, 0.0)))",@,,885240269981044736,https://twitter.com/dzIQ990/status/885240269981044736,fil
dzrhnews,2017-07-13 4:50,0,0,2 sundalo patay habang 11 sugatan sa friendly fire sa Marawi City MagandangUmagaPilipinas,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,#,885239844187721728,https://twitter.com/dzrhnews/status/885239844187721728,fil
